File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
Neo Luddite.docx,"a modern day luddite, those who led Luddite rebellions in the early 19th century",luddite,A proper or common noun is not capitalized,Luddite,142,148,Spelling,2
Neo Luddite.docx,who led luddite rebellions,luddite,A proper or common noun is not capitalized,Luddite,165,171,Spelling,2
Neo Luddite.docx,N/A,Luddites iopposed,Missing comma,"Luddites, I opposed",316,332,Style,49
Neo Luddite.docx,opposed machinery seiging their own work and taking control,seiging,A word was not spelled correctly,sign,344,350,Syntax,31
Neo Luddite.docx,Todays Neo-Luddits,Todays,A word was not spelled correctly,Today's,387,392,Syntax,31
Neo Luddite.docx,"ecologocial, environmental and geopolitical concerns",ecologocial,A word was not spelled correctly,ecological,531,541,Syntax,31
Neo Luddite.docx,"ecological, environmental and geo political concerns",geo political,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",geopolitical,562,574,Other,1
Neo Luddite.docx,Original luddites destroyed machinery which was causing them job loss and hence financial insecurity,luddites,A proper or common noun is not capitalized,Luddites,610,617,Spelling,2
Neo Luddite.docx,machinery which were causing them job loss and hence financial insecurity,were causing,Mismatch between the plurality of the verb and the subject,was causing,645,656,Grammar,21
Neo Luddite.docx,N/A,insecurity however,Missing comma,"insecurity, however",692,709,Style,49
Neo Luddite.docx,,.,A word was not spelled correctly,. ,800,800,Grammar,40
Neo Luddite.docx,Neo luddites struggle against undesirable elements of technology whilst striving to retain its essential elements,luddites,A proper or common noun is not capitalized,Luddites,805,812,Spelling,2
Neo Luddite.docx,Luddites striggle against undesirable elements of technology whilst striving to retain its essential elements,striggle,A word was not spelled correctly,struggle,814,821,Syntax,31
Neo Luddite.docx,against undesirable elemts of technology whilst striving to retain its essential elements,elemts,A word was not spelled correctly,elements,843,848,Syntax,31
Neo Luddite.docx,technology whilst stribving to retain its essential elements,stribving,A word was not spelled correctly,striving,871,879,Syntax,31
Neo Luddite.docx,to retain its essential elemtns,elemtns,A word was not spelled correctly,elements,905,911,Syntax,31
Neo Luddite.docx,neo luddism is an expression that has manifold interpretation,luddism,A word was not spelled correctly,N/A,970,976,Syntax,31
Neo Luddite.docx,laymans terms,laymans,A word was not spelled correctly,layman's,1140,1146,Syntax,31
Neo Luddite.docx,will bring about destruction and destroy the economy,destruction,Omission of the definite article,the destruction,1224,1234,Syntax,13
Neo Luddite.docx,of neo luddism and their reaction to continually evolving technology,luddism,A word was not spelled correctly,N/A,1289,1295,Syntax,31
Neo Luddite.docx,todays modern world,todays,A word was not spelled correctly,today's,1358,1363,Syntax,31
Neo Luddite.docx,"prevalent then ever,",then,Confusion between words which sound similar or have a similar spelling,than,1413,1416,Punctuation,46
Neo Luddite.docx,However Neo Luddites do,However Neo,Missing comma,"However, Neo",1554,1564,Style,49
Neo Luddite.docx,myself to be amish in the sense of completely abolishing technology of one's life,amish,A proper or common noun is not capitalized,Amish,1888,1892,Spelling,2
Neo Luddite.docx,completely abolishing technology from one's life,from,Wrong preposition,of,1943,1946,Grammar,29
Neo Luddite.docx,of ones life,ones,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",one's,1948,1951,Grammar,43
Neo Luddite.docx,N/A,However I,Missing comma,"However, I",1959,1967,Style,49
Neo Luddite.docx,comprehending technologys insurmountable power,technologys,A word was not spelled correctly,technology,2069,2079,Syntax,31
Neo Luddite.docx,"wakes up, reliant on a phone as an alarm",reliant,"Wrong adverb used, adverb used instead of adjective or vice-versa",rely,2292,2298,Syntax,23
Neo Luddite.docx,goes on the phone,on,Wrong preposition,to,2353,2354,Grammar,29
Neo Luddite.docx,"Makes breakfast, scrolls through the feed",Makes,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",Make,2367,2371,Grammar,43
Neo Luddite.docx,Make through feed,feed,Omission of the definite article,the feed,2400,2403,Syntax,13
Neo Luddite.docx,"hungry , order food"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2543,2544,Grammar,40
Neo Luddite.docx,"hungry, orders food",orders,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",order,2546,2551,Grammar,43
Neo Luddite.docx,feels off phone,phone,Omission of the definite article,the phone,2562,2566,Syntax,13
Neo Luddite.docx,"walking , talking"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2809,2810,Grammar,40
Neo Luddite.docx,N/A,however those,Missing comma,"however, those",2988,3000,Style,49
Neo Luddite.docx,the unecessary instantiation of technology,unecessary,A word was not spelled correctly,unnecessary,3034,3043,Syntax,31
Neo Luddite.docx,the topic of neo luddites,luddites,A proper or common noun is not capitalized,Luddites,3352,3359,Spelling,2
Neo Luddite.docx,a neo luddite would observe,luddite,A proper or common noun is not capitalized,Luddite,3485,3491,Spelling,2
Neo Luddite.docx,"I belive, they would state",belive,A word was not spelled correctly,believe,3562,3567,Syntax,31
Neo Luddite.docx,the current evolution of technology will undoubtedly be causal,causal,"Wrong adverb used, adverb used instead of adjective or vice-versa",caused,3649,3654,Syntax,23
Neo Luddite.docx,for colossal societal upheavel in the future,upheavel,A word was not spelled correctly,upheaval,3678,3685,Syntax,31
Neo Luddite.docx,colossal societal upheaval inn the future,inn,Confusion between words which sound similar or have a similar spelling,in,3687,3689,Punctuation,46
Neo Luddite.docx,information on each other and their civilians,on,Wrong preposition,about,3839,3840,Grammar,29
Neo Luddite.docx,information about each other and their civillians,civillians,A word was not spelled correctly,civilians,3863,3872,Syntax,31
Neo Luddite.docx,"to determine location , age and movements"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",3980,3981,Grammar,40
Neo Luddite.docx,to go gym,gym,Omission of the definite article,the gym,4314,4316,Syntax,13
Neo Luddite.docx,usually go gym,gym,Omission of the definite article,the gym,4363,4365,Syntax,13
Neo Luddite.docx,it instantly put the address,instantly put,Mismatch between the plurality of the verb and the subject,instantly puts,4374,4386,Grammar,21
Neo Luddite.docx,"on my home pc,",pc,A word was not spelled correctly,PC,4451,4452,Syntax,31
Neo Luddite.docx,adopts from neo luddites and incorporate these into daily life,luddites,A proper or common noun is not capitalized,Luddites,4668,4675,Spelling,2
Postmodern literary theory.docx,not a true belief,belief,"Wrong adverb used, adverb used instead of adjective or vice-versa",believer,843,848,Syntax,23
Postmodern literary theory.docx,its extreme dissasoicative beliefs,dissasoicative,A word was not spelled correctly,dissociative,884,897,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,Postmodern shift in perception began and is continuing,Postmodern shift,"Confusion between ""a""/""an"" or omission of an indefinite article",A postmodern shift,31,46,Syntax,12
POSTMODERNISM LITERARY THEORY.docx,dark humor and authorial self,humor,Usage of British instead of American English spelling or vice-versa,humour,831,835,Syntax,44
POSTMODERNISM LITERARY THEORY.docx,Intertextuality The acknowledgment of previous literary works within another literary work,Intertextuality,A word was not spelled correctly,N/A,1708,1722,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,Metafiction: The act,Metafiction,A word was not spelled correctly,N/A,1802,1812,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,"Maximalism Disorganized, lengthy, highly detailed writing",Maximalism,A word was not spelled correctly,N/A,2130,2139,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,"works is often decentred, without a",decentred,A word was not spelled correctly,dissented,3329,3337,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,is no longer tragic,is,Mismatch between the plurality of the verb and the subject,are,3558,3559,Grammar,21
POSTMODERNISM LITERARY THEORY.docx,decentring as the only possible way of existence,decentring,A word was not spelled correctly,N/A,3650,3659,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,In postmodernism it does not say,postmodernism it,Missing comma,"postmodernism, it",3840,3855,Style,49
POSTMODERNISM LITERARY THEORY.docx,Postmodernism questions and deconstructs metanarratives,metanarratives,A word was not spelled correctly,N/A,4114,4127,Syntax,31
POSTMODERNISM LITERARY THEORY.docx,the theory of constructivism-the anti-essentialist argument that everything is ideologically constructed,essentialist,A word was not spelled correctly,N/A,5161,5172,Syntax,31
To what extent have TWO texts of your choosing shown the negative impacts of technology in our world.docx,have TWO texts of your choosing shown the negative impacts of technology in our world,have,Mismatch between the plurality of the verb and the subject,has,15,18,Grammar,21
To what extent have TWO texts of your choosing shown the negative impacts of technology in our world.docx,N/A,display,Mismatch between the plurality of the verb and the subject,displays,806,812,Grammar,21
To what extent have TWO texts of your choosing shown the negative impacts of technology in our world.docx,"the things she does however boasts an outward, masquerading manner to gain approval",does however boasts,Missing comma,"has, however boasted",1230,1248,Style,49
To what extent have TWO texts of your choosing shown the negative impacts of technology in our world.docx,"an outward , masquerading manner to gain approval"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",1260,1261,Grammar,40
To what extent have TWO texts of your choosing shown the negative impacts of technology in our world.docx,This is displayed namely within a scene,displayed namely,Missing comma,"displayed, namely",2906,2921,Style,49
